CustomerID,CustomerName,EmailAddress,PhoneNumber,PurchasedItem,ItemCategory,Quantity,OrderValue,PurchaseDate,Location,DiscountApplied,PaymentMethod
CUST-35898,Oliver Rodriguez,oliver.rodriguez@company.org,+1-684-953-3780,Jacket,Outerwear,4,470.0,2023-05-12,San Diego,10,Apple Pay
CUST-06025,Ava Davis,ava.davis@company.org,+1-874-286-5649,Scarf,Accessories,3,55.0,2023-02-25,Philadelphia,5,Credit Card
CUST-19093,Alexander Taylor,alexander.taylor@icloud.com,+1-727-879-6491,Dress,Apparel,1,75.0,2023-01-01,Houston,0,PayPal
CUST-93673,Liam Smith,liam.smith@icloud.com,+1-295-969-4848,Dress,Apparel,3,220.0,2023-01-25,Phoenix,5,Gift Card
CUST-48164,Oliver Hernandez,oliver.hernandez@company.org,+1-888-517-4680,Scarf,Accessories,1,20.0,2023-07-17,Los Angeles,0,Cash
CUST-96531,Mia Davis,mia.davis@icloud.com,+1-403-350-1400,T-Shirt,Apparel,1,25.0,2023-08-13,Houston,0,PayPal
CUST-93454,Lucas Martinez,lucas.martinez@company.org,+1-247-450-8784,T-Shirt,Apparel,2,45.0,2023-08-03,San Diego,5,Credit Card
CUST-91834,Lucas Miller,lucas.miller@yahoo.com,+1-825-986-2193,Jeans,Apparel,2,120.0,2023-03-27,Phoenix,0,Debit Card
CUST-40412,Emma Williams,emma.williams@company.org,+1-666-624-4185,Scarf,Accessories,2,25.0,2023-07-31,Los Angeles,15,Gift Card
CUST-78328,Sophia Williams,sophia.williams@hotmail.com,+1-935-913-7291,Scarf,Accessories,4,80.0,2023-09-10,San Antonio,0,Cash
CUST-30702,Oliver Moore,oliver.moore@icloud.com,+1-706-609-4997,Jacket,Outerwear,4,470.0,2023-07-13,Chicago,10,PayPal
CUST-80915,Lucas Jones,lucas.jones@company.org,+1-351-871-1090,Jeans,Apparel,2,120.0,2023-06-29,Philadelphia,0,Gift Card
CUST-07938,Olivia Lopez,olivia.lopez@company.org,+1-968-988-2746,Scarf,Accessories,4,70.0,2023-10-07,San Diego,10,Apple Pay
CUST-81728,Alexander Lopez,alexander.lopez@icloud.com,+1-997-635-4585,Dress,Apparel,3,220.0,2023-07-12,San Diego,5,Debit Card
CUST-56904,Noah Jackson,noah.jackson@yahoo.com,+1-380-912-9486,T-Shirt,Apparel,3,65.0,2023-02-21,San Antonio,10,PayPal
CUST-93728,Evelyn Garcia,evelyn.garcia@yahoo.com,+1-675-251-5082,Dress,Apparel,4,300.0,2023-09-03,Chicago,0,Apple Pay
CUST-42717,Olivia Johnson,olivia.johnson@icloud.com,+1-324-667-3184,Scarf,Accessories,4,75.0,2023-10-23,San Antonio,5,Credit Card
CUST-87528,Evelyn Lopez,evelyn.lopez@gmail.com,+1-675-883-9702,Scarf,Accessories,3,55.0,2023-11-30,New York,5,Apple Pay
CUST-46797,Alexander Jackson,alexander.jackson@icloud.com,+1-772-809-6198,Scarf,Accessories,1,10.0,2023-12-18,San Antonio,10,PayPal
CUST-11824,Isabella Jones,isabella.jones@icloud.com,+1-973-653-9270,Sneakers,Footwear,3,250.0,2023-04-26,Phoenix,5,PayPal
CUST-73082,Alexander Lopez,alexander.lopez@yahoo.com,+1-636-761-8305,Jacket,Outerwear,3,355.0,2023-03-25,Los Angeles,5,Credit Card
CUST-51684,Sophia Taylor,sophia.taylor@yahoo.com,+1-362-961-8777,Sneakers,Footwear,4,340.0,2023-08-20,San Diego,0,Apple Pay
CUST-88373,Emma Taylor,emma.taylor@icloud.com,+1-660-465-5050,T-Shirt,Apparel,3,75.0,2023-02-07,San Antonio,0,Apple Pay
CUST-02325,Elijah Martinez,elijah.martinez@icloud.com,+1-852-483-9540,T-Shirt,Apparel,4,100.0,2023-01-18,San Diego,0,Credit Card
CUST-09870,Isabella Taylor,isabella.taylor@icloud.com,+1-696-841-4919,T-Shirt,Apparel,4,100.0,2023-05-31,Houston,0,Apple Pay
CUST-53110,Henry Anderson,henry.anderson@yahoo.com,+1-481-650-2269,Jacket,Outerwear,2,220.0,2023-01-11,Chicago,20,Gift Card
CUST-48664,Elijah Lopez,elijah.lopez@icloud.com,+1-930-492-4841,Jeans,Apparel,3,170.0,2023-06-13,San Antonio,10,Credit Card
CUST-09808,Emma Thomas,emma.thomas@icloud.com,+1-478-543-6238,Dress,Apparel,1,55.0,2023-05-14,Los Angeles,20,Debit Card
CUST-66910,Mia Jackson,mia.jackson@outlook.com,+1-753-282-3267,Scarf,Accessories,2,40.0,2023-02-23,Phoenix,0,PayPal
CUST-49728,Henry Davis,henry.davis@gmail.com,+1-354-436-7275,Dress,Apparel,4,285.0,2023-02-07,New York,15,Debit Card
CUST-50139,William Taylor,william.taylor@hotmail.com,+1-910-356-4505,Dress,Apparel,4,290.0,2023-06-25,San Diego,10,Gift Card
CUST-83005,Olivia Jones,olivia.jones@gmail.com,+1-265-624-7678,Dress,Apparel,1,70.0,2023-03-29,Chicago,5,Gift Card
CUST-49947,Isabella Thomas,isabella.thomas@outlook.com,+1-538-755-8633,Scarf,Accessories,4,75.0,2023-07-12,Philadelphia,5,Cash
CUST-48479,Lucas Garcia,lucas.garcia@hotmail.com,+1-625-263-4388,Dress,Apparel,3,225.0,2023-03-24,Los Angeles,0,Cash
CUST-69453,Lucas Davis,lucas.davis@icloud.com,+1-630-598-1320,Jeans,Apparel,2,110.0,2023-02-08,Philadelphia,10,Cash
CUST-10349,Alexander Moore,alexander.moore@outlook.com,+1-983-789-7232,Sneakers,Footwear,4,335.0,2023-10-08,Los Angeles,5,Credit Card
CUST-01703,Harper Lopez,harper.lopez@icloud.com,+1-688-206-6763,Jacket,Outerwear,4,480.0,2023-02-17,Los Angeles,0,Apple Pay
CUST-75423,Liam Anderson,liam.anderson@yahoo.com,+1-505-971-7389,Sneakers,Footwear,1,85.0,2023-06-23,Phoenix,0,Gift Card
CUST-85435,Emma Rodriguez,emma.rodriguez@company.org,+1-629-751-9947,Sneakers,Footwear,3,240.0,2023-11-01,Phoenix,15,Debit Card
CUST-46927,Lucas Gonzalez,lucas.gonzalez@outlook.com,+1-817-425-8999,Scarf,Accessories,4,65.0,2023-11-11,Phoenix,15,Debit Card
CUST-64847,James Anderson,james.anderson@yahoo.com,+1-424-479-8140,Dress,Apparel,1,55.0,2023-09-05,San Antonio,20,Debit Card
CUST-17829,Ava Martinez,ava.martinez@outlook.com,+1-697-229-7371,Scarf,Accessories,4,75.0,2023-12-27,Houston,5,Debit Card
CUST-61439,Ava Thomas,ava.thomas@outlook.com,+1-544-884-7624,Dress,Apparel,1,75.0,2023-01-16,Los Angeles,0,Cash
CUST-03836,Sophia Miller,sophia.miller@yahoo.com,+1-941-369-8657,Jeans,Apparel,1,60.0,2023-08-09,Chicago,0,Debit Card
CUST-89429,Sophia Taylor,sophia.taylor@hotmail.com,+1-330-837-9751,Jacket,Outerwear,3,360.0,2023-12-01,Philadelphia,0,Apple Pay
CUST-19659,Olivia Miller,olivia.miller@gmail.com,+1-227-603-1444,T-Shirt,Apparel,4,100.0,2023-03-26,Phoenix,0,Cash
CUST-78264,Evelyn Wilson,evelyn.wilson@icloud.com,+1-285-858-8022,Sneakers,Footwear,3,255.0,2023-11-07,San Antonio,0,Debit Card
CUST-20349,Lucas Anderson,lucas.anderson@outlook.com,+1-338-672-3977,T-Shirt,Apparel,1,25.0,2023-08-11,Phoenix,0,Credit Card
CUST-47813,Lucas Miller,lucas.miller@icloud.com,+1-251-466-7211,Jacket,Outerwear,2,240.0,2023-03-22,Philadelphia,0,PayPal
CUST-54148,Olivia Rodriguez,olivia.rodriguez@company.org,+1-535-416-8449,Sneakers,Footwear,4,325.0,2023-01-28,Philadelphia,15,PayPal
CUST-42667,Alexander Jackson,alexander.jackson@yahoo.com,+1-534-545-7211,T-Shirt,Apparel,2,50.0,2023-02-21,San Diego,0,PayPal
CUST-09808,Emma Thomas,emma.thomas@icloud.com,+1-484-970-7906,T-Shirt,Apparel,4,85.0,2023-06-19,Los Angeles,15,Cash
CUST-05565,Alexander Davis,alexander.davis@yahoo.com,+1-458-283-8705,Scarf,Accessories,3,55.0,2023-04-16,Phoenix,5,Debit Card
CUST-11042,Mia Moore,mia.moore@icloud.com,+1-219-967-9837,Jeans,Apparel,3,180.0,2023-04-08,Philadelphia,0,Gift Card
CUST-50340,Harper Moore,harper.moore@gmail.com,+1-253-558-4673,Jacket,Outerwear,3,360.0,2023-07-29,Houston,0,Gift Card
CUST-24997,Elijah Martin,elijah.martin@gmail.com,+1-865-270-1659,Jacket,Outerwear,3,360.0,2023-12-23,Houston,0,Gift Card
CUST-79555,Noah Miller,noah.miller@gmail.com,+1-972-231-5051,Jacket,Outerwear,3,360.0,2023-10-11,Phoenix,0,Cash
CUST-28406,Oliver Williams,oliver.williams@gmail.com,+1-404-220-3496,Sneakers,Footwear,2,165.0,2023-10-04,San Antonio,5,Apple Pay
CUST-05764,Elijah Moore,elijah.moore@gmail.com,+1-444-329-8758,Jeans,Apparel,3,180.0,2023-05-16,Philadelphia,0,Credit Card
CUST-99492,Alexander Martinez,alexander.martinez@gmail.com,+1-885-317-4571,Dress,Apparel,1,75.0,2023-12-05,San Diego,0,Credit Card
CUST-63019,Olivia Miller,olivia.miller@yahoo.com,+1-676-916-5198,Sneakers,Footwear,1,85.0,2023-05-25,Los Angeles,0,PayPal
CUST-60582,Lucas Taylor,lucas.taylor@outlook.com,+1-985-577-3749,Jacket,Outerwear,2,220.0,2023-06-02,Los Angeles,20,PayPal
CUST-47343,Olivia Wilson,olivia.wilson@icloud.com,+1-820-821-2876,Sneakers,Footwear,4,330.0,2023-05-02,San Antonio,10,Gift Card
CUST-84056,Henry Williams,henry.williams@gmail.com,+1-996-367-6096,T-Shirt,Apparel,1,15.0,2023-02-19,San Diego,10,Gift Card
CUST-70198,Benjamin Lopez,benjamin.lopez@yahoo.com,+1-310-792-1420,Sneakers,Footwear,4,340.0,2023-01-26,Los Angeles,0,PayPal
CUST-27714,Henry Gonzalez,henry.gonzalez@yahoo.com,+1-519-789-7149,Scarf,Accessories,2,30.0,2023-07-21,San Diego,10,Debit Card
CUST-57587,Liam Johnson,liam.johnson@yahoo.com,+1-606-932-4249,Scarf,Accessories,4,70.0,2023-10-20,New York,10,Apple Pay
CUST-97934,Olivia Williams,olivia.williams@outlook.com,+1-277-806-4978,Sneakers,Footwear,4,335.0,2023-10-09,Phoenix,5,Apple Pay
CUST-33072,Lucas Jones,lucas.jones@icloud.com,+1-304-913-5941,Jacket,Outerwear,4,460.0,2023-09-09,Los Angeles,20,Apple Pay
CUST-63325,Sophia Hernandez,sophia.hernandez@outlook.com,+1-900-814-2983,T-Shirt,Apparel,4,100.0,2023-03-20,Houston,0,Apple Pay
CUST-68285,Noah Davis,noah.davis@hotmail.com,+1-779-242-6688,Jacket,Outerwear,2,225.0,2023-01-28,Philadelphia,15,PayPal
CUST-05297,Emma Lopez,emma.lopez@yahoo.com,+1-745-638-7071,T-Shirt,Apparel,1,10.0,2023-07-04,San Diego,15,Credit Card
CUST-24259,Noah Miller,noah.miller@hotmail.com,+1-270-718-6590,Scarf,Accessories,3,60.0,2023-01-02,San Diego,0,PayPal
CUST-69890,Emma Anderson,emma.anderson@company.org,+1-212-630-9031,T-Shirt,Apparel,4,100.0,2023-08-07,Chicago,0,Apple Pay
CUST-51240,Benjamin Taylor,benjamin.taylor@gmail.com,+1-308-643-6934,T-Shirt,Apparel,1,5.0,2023-02-14,San Antonio,20,PayPal
CUST-64464,Lucas Brown,lucas.brown@gmail.com,+1-850-670-3506,Jacket,Outerwear,1,120.0,2023-05-31,Chicago,0,Apple Pay
CUST-09025,Alexander Gonzalez,alexander.gonzalez@outlook.com,+1-645-380-9548,Scarf,Accessories,2,35.0,2023-12-05,Los Angeles,5,Cash
CUST-08341,Elijah Moore,elijah.moore@icloud.com,+1-866-476-9817,T-Shirt,Apparel,1,5.0,2023-11-17,Chicago,20,Gift Card
CUST-59007,Isabella Smith,isabella.smith@hotmail.com,+1-993-695-8616,Scarf,Accessories,2,35.0,2023-11-04,Chicago,5,Credit Card
CUST-82695,Olivia Thomas,olivia.thomas@icloud.com,+1-646-948-5397,Jeans,Apparel,4,240.0,2023-09-03,New York,0,Cash
CUST-63523,Harper Gonzalez,harper.gonzalez@outlook.com,+1-530-451-2419,Scarf,Accessories,4,75.0,2023-04-13,San Diego,5,Debit Card
CUST-01302,Emma Martinez,emma.martinez@gmail.com,+1-485-661-4995,Jeans,Apparel,3,180.0,2023-02-19,Houston,0,PayPal
CUST-30571,Lucas Lopez,lucas.lopez@icloud.com,+1-968-675-7209,Dress,Apparel,3,220.0,2023-01-14,San Antonio,5,Debit Card
CUST-68771,James Johnson,james.johnson@icloud.com,+1-544-229-9098,Jeans,Apparel,3,180.0,2023-04-16,Houston,0,PayPal
CUST-06233,Evelyn Williams,evelyn.williams@gmail.com,+1-532-386-8988,Dress,Apparel,1,70.0,2023-03-29,New York,5,Gift Card
CUST-02146,Benjamin Martinez,benjamin.martinez@hotmail.com,+1-417-563-5232,Jeans,Apparel,4,235.0,2023-11-23,New York,5,Cash
CUST-28011,Oliver Johnson,oliver.johnson@gmail.com,+1-548-486-5526,Jacket,Outerwear,2,230.0,2023-05-30,Chicago,10,Gift Card
CUST-63794,Oliver Gonzalez,oliver.gonzalez@icloud.com,+1-769-210-9464,Dress,Apparel,3,220.0,2023-02-11,Phoenix,5,Apple Pay
CUST-16053,Charlotte Gonzalez,charlotte.gonzalez@hotmail.com,+1-395-287-4954,Sneakers,Footwear,2,165.0,2023-08-31,San Diego,5,Gift Card
CUST-83662,Evelyn Moore,evelyn.moore@hotmail.com,+1-937-616-9004,Sneakers,Footwear,2,165.0,2023-03-01,Philadelphia,5,Gift Card
CUST-85061,Elijah Williams,elijah.williams@gmail.com,+1-768-976-4937,Jeans,Apparel,3,180.0,2023-06-07,San Diego,0,Apple Pay
CUST-21237,Liam Miller,liam.miller@icloud.com,+1-907-687-9041,Sneakers,Footwear,4,335.0,2023-07-23,Philadelphia,5,PayPal
CUST-83480,Emma Wilson,emma.wilson@outlook.com,+1-658-217-2524,Scarf,Accessories,3,60.0,2023-08-30,Chicago,0,Apple Pay
CUST-35093,Amelia Martin,amelia.martin@icloud.com,+1-501-426-7625,Jeans,Apparel,2,105.0,2023-09-08,Philadelphia,15,Cash
CUST-25906,Emma Taylor,emma.taylor@yahoo.com,+1-908-449-6016,Jeans,Apparel,3,180.0,2023-12-05,New York,0,Gift Card
CUST-54493,Ava Lopez,ava.lopez@company.org,+1-879-795-7046,Scarf,Accessories,2,40.0,2023-05-16,Houston,0,Apple Pay
CUST-22486,Lucas Thomas,lucas.thomas@outlook.com,+1-684-766-9698,Scarf,Accessories,2,35.0,2023-02-16,Philadelphia,5,Gift Card
CUST-28646,Evelyn Lopez,evelyn.lopez@hotmail.com,+1-552-635-6419,Sneakers,Footwear,3,255.0,2023-11-25,San Diego,0,Cash
CUST-34365,Noah Anderson,noah.anderson@outlook.com,+1-560-919-8434,Sneakers,Footwear,1,85.0,2023-10-06,San Antonio,0,Debit Card
CUST-56205,Olivia Martinez,olivia.martinez@hotmail.com,+1-477-513-5118,T-Shirt,Apparel,3,70.0,2023-07-18,Chicago,5,Cash
CUST-05743,Harper Miller,harper.miller@hotmail.com,+1-436-323-4155,Scarf,Accessories,1,15.0,2023-04-05,Phoenix,5,Credit Card
CUST-32824,Harper Martin,harper.martin@outlook.com,+1-523-322-9779,Dress,Apparel,2,140.0,2023-07-09,Chicago,10,Credit Card
CUST-20486,James Jones,james.jones@hotmail.com,+1-980-906-4033,Jeans,Apparel,2,120.0,2023-07-15,Los Angeles,0,Credit Card
CUST-82016,Benjamin Smith,benjamin.smith@hotmail.com,+1-396-421-8933,Sneakers,Footwear,1,80.0,2023-07-09,Chicago,5,Gift Card
CUST-45671,Oliver Taylor,oliver.taylor@yahoo.com,+1-483-941-9595,Dress,Apparel,2,150.0,2023-04-06,New York,0,PayPal
CUST-85586,Olivia Williams,olivia.williams@icloud.com,+1-811-489-2647,Sneakers,Footwear,1,80.0,2023-08-17,Houston,5,PayPal
CUST-92097,Sophia Gonzalez,sophia.gonzalez@icloud.com,+1-398-503-4727,Sneakers,Footwear,1,80.0,2023-01-23,Houston,5,PayPal
CUST-90126,Ava Wilson,ava.wilson@company.org,+1-569-383-5952,T-Shirt,Apparel,2,45.0,2023-05-15,San Antonio,5,Gift Card
CUST-35629,Harper Moore,harper.moore@company.org,+1-214-925-9751,Scarf,Accessories,4,80.0,2023-08-14,Philadelphia,0,Cash
CUST-54441,Benjamin Brown,benjamin.brown@yahoo.com,+1-329-480-1745,Jeans,Apparel,1,60.0,2023-08-27,New York,0,PayPal
CUST-29225,Olivia Moore,olivia.moore@company.org,+1-255-766-5786,Jeans,Apparel,3,180.0,2023-05-15,Los Angeles,0,Debit Card
CUST-70568,Emma Jones,emma.jones@outlook.com,+1-914-329-9042,Jacket,Outerwear,3,360.0,2023-04-26,New York,0,Credit Card
CUST-07621,Alexander Thomas,alexander.thomas@gmail.com,+1-305-212-5658,Scarf,Accessories,2,40.0,2023-05-18,Chicago,0,Cash
CUST-62709,Emma Smith,emma.smith@gmail.com,+1-680-690-8216,T-Shirt,Apparel,4,95.0,2023-10-16,New York,5,Credit Card
CUST-39729,Olivia Wilson,olivia.wilson@gmail.com,+1-548-388-1841,Dress,Apparel,2,150.0,2023-02-01,New York,0,PayPal
CUST-53110,Henry Anderson,henry.anderson@yahoo.com,+1-458-689-2869,T-Shirt,Apparel,4,85.0,2023-03-19,San Antonio,15,Cash
CUST-96992,William Rodriguez,william.rodriguez@yahoo.com,+1-266-610-9056,Dress,Apparel,1,75.0,2023-12-23,Los Angeles,0,Apple Pay
CUST-89072,Olivia Anderson,olivia.anderson@hotmail.com,+1-275-790-1878,Jeans,Apparel,1,50.0,2023-12-08,Chicago,10,Debit Card
CUST-67412,Elijah Taylor,elijah.taylor@gmail.com,+1-355-352-5978,Jacket,Outerwear,1,115.0,2023-02-19,Phoenix,5,PayPal
CUST-89347,Benjamin Brown,benjamin.brown@outlook.com,+1-287-454-2940,Jacket,Outerwear,1,120.0,2023-02-13,San Antonio,0,PayPal
CUST-11022,Henry Lopez,henry.lopez@company.org,+1-771-982-7818,Jeans,Apparel,3,180.0,2023-12-09,Phoenix,0,Debit Card
CUST-31455,Amelia Jones,amelia.jones@outlook.com,+1-820-810-4697,Sneakers,Footwear,3,250.0,2023-06-26,San Antonio,5,Debit Card
CUST-88393,Liam Jones,liam.jones@company.org,+1-994-735-7232,T-Shirt,Apparel,2,50.0,2023-10-05,Houston,0,Apple Pay
CUST-75627,William Hernandez,william.hernandez@gmail.com,+1-661-653-5871,Jacket,Outerwear,4,465.0,2023-07-31,San Diego,15,PayPal
CUST-55449,Liam Garcia,liam.garcia@gmail.com,+1-802-639-6003,Scarf,Accessories,1,15.0,2023-10-29,San Antonio,5,Gift Card
CUST-27103,Harper Miller,harper.miller@gmail.com,+1-782-835-1986,Sneakers,Footwear,1,70.0,2023-04-27,Philadelphia,15,PayPal
CUST-47802,Elijah Wilson,elijah.wilson@yahoo.com,+1-824-957-2625,Dress,Apparel,4,300.0,2023-10-11,New York,0,Credit Card
CUST-58287,Emma Hernandez,emma.hernandez@company.org,+1-981-412-4457,Scarf,Accessories,4,70.0,2023-02-01,Houston,10,Cash
CUST-27281,Sophia Gonzalez,sophia.gonzalez@yahoo.com,+1-470-876-2330,Jacket,Outerwear,2,235.0,2023-07-18,Los Angeles,5,Cash
CUST-09933,Mia Johnson,mia.johnson@yahoo.com,+1-360-445-3847,Dress,Apparel,4,290.0,2023-09-25,Phoenix,10,Credit Card
CUST-47813,Lucas Miller,lucas.miller@icloud.com,+1-765-276-3564,Sneakers,Footwear,1,85.0,2023-08-03,San Diego,0,Cash
CUST-98485,Isabella Martin,isabella.martin@outlook.com,+1-202-618-8381,Dress,Apparel,1,70.0,2023-10-02,San Diego,5,Debit Card
CUST-87969,William Brown,william.brown@outlook.com,+1-905-808-8699,Sneakers,Footwear,1,85.0,2023-12-18,San Antonio,0,Cash
CUST-95751,Olivia Davis,olivia.davis@hotmail.com,+1-498-233-4792,Dress,Apparel,1,65.0,2023-09-01,New York,10,Cash
CUST-35011,Henry Martin,henry.martin@yahoo.com,+1-495-923-5632,T-Shirt,Apparel,1,25.0,2023-10-21,Los Angeles,0,Credit Card
CUST-31851,Charlotte Jackson,charlotte.jackson@company.org,+1-919-664-2166,Jacket,Outerwear,2,225.0,2023-05-01,Philadelphia,15,Apple Pay
CUST-45183,Isabella Gonzalez,isabella.gonzalez@icloud.com,+1-903-439-5334,Jacket,Outerwear,1,120.0,2023-09-01,Los Angeles,0,Cash
CUST-17112,Noah Wilson,noah.wilson@icloud.com,+1-840-803-4241,Sneakers,Footwear,2,160.0,2023-06-03,New York,10,Gift Card
CUST-51963,Charlotte Martinez,charlotte.martinez@outlook.com,+1-635-317-9922,Dress,Apparel,1,60.0,2023-02-10,Philadelphia,15,Cash
CUST-24163,Alexander Hernandez,alexander.hernandez@yahoo.com,+1-430-863-3441,Jeans,Apparel,3,170.0,2023-07-22,Los Angeles,10,Apple Pay
CUST-46527,Emma Johnson,emma.johnson@hotmail.com,+1-472-345-2169,Scarf,Accessories,3,55.0,2023-01-18,Philadelphia,5,Credit Card
CUST-18528,Elijah Rodriguez,elijah.rodriguez@yahoo.com,+1-261-369-6039,Scarf,Accessories,3,60.0,2023-09-15,San Antonio,0,Apple Pay
CUST-51240,Benjamin Taylor,benjamin.taylor@gmail.com,+1-809-966-5728,Jacket,Outerwear,3,340.0,2023-10-20,San Antonio,20,Credit Card
CUST-22749,Lucas Williams,lucas.williams@yahoo.com,+1-649-327-8679,Dress,Apparel,2,150.0,2023-09-22,New York,0,Debit Card
CUST-58103,Benjamin Garcia,benjamin.garcia@gmail.com,+1-905-511-7594,Dress,Apparel,2,145.0,2023-10-20,New York,5,Credit Card
CUST-56806,James Jones,james.jones@gmail.com,+1-478-712-9847,T-Shirt,Apparel,4,95.0,2023-12-13,Philadelphia,5,Debit Card
CUST-57680,Evelyn Jones,evelyn.jones@hotmail.com,+1-705-648-2317,Scarf,Accessories,1,10.0,2023-11-14,Chicago,10,Debit Card
CUST-48692,Amelia Anderson,amelia.anderson@company.org,+1-812-240-8078,Jeans,Apparel,3,180.0,2023-03-17,Houston,0,Credit Card
CUST-07566,Liam Taylor,liam.taylor@outlook.com,+1-952-530-5102,Jacket,Outerwear,2,235.0,2023-03-03,San Diego,5,Gift Card
CUST-68072,Liam Rodriguez,liam.rodriguez@yahoo.com,+1-226-293-4750,T-Shirt,Apparel,1,15.0,2023-08-18,Los Angeles,10,PayPal
CUST-06233,Evelyn Williams,evelyn.williams@gmail.com,+1-890-789-1339,Jeans,Apparel,1,60.0,2023-03-30,Los Angeles,0,Credit Card
CUST-58611,Harper Martin,harper.martin@yahoo.com,+1-983-888-5415,Jacket,Outerwear,2,225.0,2023-03-27,Chicago,15,Cash
CUST-04038,Alexander Taylor,alexander.taylor@company.org,+1-790-241-3870,T-Shirt,Apparel,3,75.0,2023-04-19,Chicago,0,Gift Card
CUST-84536,William Martinez,william.martinez@outlook.com,+1-681-731-8245,Jeans,Apparel,4,240.0,2023-04-09,Chicago,0,Gift Card
CUST-94408,Oliver Williams,oliver.williams@company.org,+1-484-385-8141,Jacket,Outerwear,1,120.0,2023-03-06,Phoenix,0,Cash
CUST-93320,Amelia Moore,amelia.moore@outlook.com,+1-850-703-2494,Scarf,Accessories,4,80.0,2023-01-22,Phoenix,0,PayPal
CUST-11042,Mia Moore,mia.moore@icloud.com,+1-681-556-7690,Jeans,Apparel,3,165.0,2023-08-05,Philadelphia,15,Gift Card
CUST-84212,Ava Taylor,ava.taylor@outlook.com,+1-541-528-2713,Dress,Apparel,3,225.0,2023-02-10,Phoenix,0,Debit Card
CUST-64461,Emma Williams,emma.williams@hotmail.com,+1-364-537-7744,Sneakers,Footwear,4,340.0,2023-12-16,San Antonio,0,PayPal
CUST-39340,Elijah Williams,elijah.williams@company.org,+1-910-707-5722,Sneakers,Footwear,3,255.0,2023-08-11,San Antonio,0,Cash
CUST-26901,James Garcia,james.garcia@gmail.com,+1-878-610-1601,Dress,Apparel,1,70.0,2023-04-14,New York,5,PayPal
CUST-30044,James Gonzalez,james.gonzalez@icloud.com,+1-665-290-6153,Jeans,Apparel,4,235.0,2023-11-18,San Diego,5,Credit Card
CUST-71963,Ava Anderson,ava.anderson@hotmail.com,+1-458-531-2899,Dress,Apparel,3,225.0,2023-03-17,Philadelphia,0,PayPal
CUST-49926,Isabella Rodriguez,isabella.rodriguez@yahoo.com,+1-991-613-9431,Sneakers,Footwear,4,340.0,2023-11-01,San Diego,0,Debit Card
CUST-87330,Noah Brown,noah.brown@company.org,+1-201-873-9889,Sneakers,Footwear,1,70.0,2023-05-13,Los Angeles,15,Credit Card
CUST-64532,Oliver Wilson,oliver.wilson@gmail.com,+1-673-623-1888,Jeans,Apparel,3,180.0,2023-06-13,Houston,0,Apple Pay
CUST-91877,Charlotte Jones,charlotte.jones@outlook.com,+1-392-730-6927,Sneakers,Footwear,1,85.0,2023-02-04,New York,0,Cash
CUST-99125,Alexander Johnson,alexander.johnson@gmail.com,+1-837-974-9167,Scarf,Accessories,3,60.0,2023-02-14,Los Angeles,0,Cash
CUST-00117,Amelia Hernandez,amelia.hernandez@yahoo.com,+1-840-652-1845,Dress,Apparel,2,140.0,2023-07-18,Los Angeles,10,PayPal
CUST-45548,Olivia Rodriguez,olivia.rodriguez@icloud.com,+1-408-473-9998,Scarf,Accessories,3,60.0,2023-10-12,Philadelphia,0,Gift Card
CUST-00770,Elijah Williams,elijah.williams@icloud.com,+1-334-494-8178,Scarf,Accessories,4,75.0,2023-07-23,Chicago,5,Credit Card
CUST-44967,Alexander Rodriguez,alexander.rodriguez@company.org,+1-915-696-2989,Jeans,Apparel,3,180.0,2023-10-10,Chicago,0,Apple Pay
CUST-70686,Lucas Williams,lucas.williams@icloud.com,+1-229-845-4920,Dress,Apparel,1,55.0,2023-06-16,San Diego,20,Credit Card
CUST-20407,Charlotte Johnson,charlotte.johnson@company.org,+1-926-362-6091,Jeans,Apparel,1,60.0,2023-05-22,New York,0,Cash
CUST-11022,Henry Lopez,henry.lopez@company.org,+1-764-214-7684,Sneakers,Footwear,3,245.0,2023-09-24,Chicago,10,Credit Card
CUST-44814,William Martinez,william.martinez@company.org,+1-295-430-2858,Jacket,Outerwear,4,480.0,2023-08-23,Los Angeles,0,Apple Pay
CUST-81662,Evelyn Rodriguez,evelyn.rodriguez@outlook.com,+1-672-320-3522,Jeans,Apparel,2,120.0,2023-01-07,Chicago,0,Gift Card
CUST-87482,Harper Anderson,harper.anderson@hotmail.com,+1-710-933-5781,Jeans,Apparel,4,230.0,2023-12-25,Phoenix,10,PayPal
CUST-77394,Evelyn Davis,evelyn.davis@company.org,+1-721-922-5479,Jacket,Outerwear,2,240.0,2023-11-16,Chicago,0,Debit Card
CUST-57131,Ava Jones,ava.jones@company.org,+1-625-694-8736,Sneakers,Footwear,1,70.0,2023-10-28,Los Angeles,15,Credit Card
CUST-29537,Sophia Hernandez,sophia.hernandez@hotmail.com,+1-449-667-3369,Dress,Apparel,4,285.0,2023-09-25,San Diego,15,Debit Card
CUST-23985,James Johnson,james.johnson@gmail.com,+1-592-395-9327,T-Shirt,Apparel,2,35.0,2023-08-03,Philadelphia,15,Cash
CUST-69890,Emma Anderson,emma.anderson@company.org,+1-964-339-2143,Jacket,Outerwear,3,360.0,2023-02-27,New York,0,PayPal
CUST-61655,Emma Garcia,emma.garcia@outlook.com,+1-482-991-7798,T-Shirt,Apparel,1,15.0,2023-08-01,Houston,10,PayPal
